Building,Neighbourhood,Address,City,Listing,Bed,Bath,SqFt,Unit Amenities,Building Amenities,Pets,Price,Latitude,Longitude,Date,Url
Park Vista Apartments,New Toronto Apartments,"2, Toronto, ON M8V None",Toronto,"1 Bdrm available at 2, 6, 7, 8, Park Vista, Toronto",1 Bedrooms,1 Bathroom,729 SQFT,"Assigned Parking, Balcony, On Site Laundry","Elevator, On Site Laundry, Storage, Swimming Pool",Dogs & Cats,"$2,335",43.60280980384225,-79.4999759215369,2024-05-07 00:32:23.774,https://www.padmapper.com/buildings/1558767/park-vista-apartments-at-2-toronto-on-m8v-none
Park Vista Apartments,New Toronto Apartments,"2, Toronto, ON M8V None",Toronto,"2 Bdrm available at 2, 6, 7, 8, Park Vista, Toronto",2 Bedrooms,1 Bathroom,940 SQFT,"Assigned Parking, Balcony, On Site Laundry","Elevator, On Site Laundry, Storage, Swimming Pool",Dogs & Cats,"$2,745",43.60280980384225,-79.4999759215369,2024-05-07 00:32:23.774,https://www.padmapper.com/buildings/1558767/park-vista-apartments-at-2-toronto-on-m8v-none
Park Vista Apartments,New Toronto Apartments,"2, Toronto, ON M8V None",Toronto,"3 Bdrm available at 2, 6, 7, 8, Park Vista, Toronto",3 Bedrooms,1 Bathroom,"1,208 SQFT","Assigned Parking, Balcony, On Site Laundry","Elevator, On Site Laundry, Storage, Swimming Pool",Dogs & Cats,"$3,220",43.60280980384225,-79.4999759215369,2024-05-07 00:32:23.774,https://www.padmapper.com/buildings/1558767/park-vista-apartments-at-2-toronto-on-m8v-none
Graydon Hall,Sunnybrook ,"20 Graydon Hall Dr, Toronto, ON M3A 2Z9",Toronto,1 Bedroom,1 Bedrooms,1 Bathroom,700 SQFT,"Assigned Parking, Balcony, Carpet, Dishwasher, Hardwood Floor, In Unit Laundry, On Site Laundry, Walk In Closets","Elevator, Fitness Center, Garage Parking, On Site Laundry, Onsite Management, Outdoor Space, Residents Lounge, Storage",Dogs & Cats,"$2,295",43.76263280162251,-79.34570863961167,2024-05-07 00:32:23.774,https://www.padmapper.com/buildings/p219418/graydon-hall-apartments-at-20-graydon-hall-dr-toronto-on-m3a-2z9
Graydon Hall,Sunnybrook ,"20 Graydon Hall Dr, Toronto, ON M3A 2Z9",Toronto,1 Bedroom Fully Renovated,1 Bedrooms,1 Bathroom,700 SQFT,"Assigned Parking, Balcony, Carpet, Dishwasher, Hardwood Floor, In Unit Laundry, On Site Laundry, Walk In Closets","Elevator, Fitness Center, Garage Parking, On Site Laundry, Onsite Management, Outdoor Space, Residents Lounge, Storage",Dogs & Cats,"$2,400",43.76263280162251,-79.34570863961167,2024-05-07 00:32:23.774,https://www.padmapper.com/buildings/p219418/graydon-hall-apartments-at-20-graydon-hall-dr-toronto-on-m3a-2z9
Graydon Hall,Sunnybrook ,"20 Graydon Hall Dr, Toronto, ON M3A 2Z9",Toronto,2 Bedroom,2 Bedrooms,1 Bathroom,960 SQFT,"Assigned Parking, Balcony, Carpet, Dishwasher, Hardwood Floor, In Unit Laundry, On Site Laundry, Walk In Closets","Elevator, Fitness Center, Garage Parking, On Site Laundry, Onsite Management, Outdoor Space, Residents Lounge, Storage",Dogs & Cats,"$2,595",43.76263280162251,-79.34570863961167,2024-05-07 00:32:23.774,https://www.padmapper.com/buildings/p219418/graydon-hall-apartments-at-20-graydon-hall-dr-toronto-on-m3a-2z9
Graydon Hall,Sunnybrook ,"20 Graydon Hall Dr, Toronto, ON M3A 2Z9",Toronto,3 Bedroom - Large Suite,3 Bedrooms,2 Bathrooms,"1,185 SQFT","Assigned Parking, Balcony, Carpet, Dishwasher, Hardwood Floor, In Unit Laundry, On Site Laundry, Walk In Closets","Elevator, Fitness Center, Garage Parking, On Site Laundry, Onsite Management, Outdoor Space, Residents Lounge, Storage",Dogs & Cats,"$3,000",43.76263280162251,-79.34570863961167,2024-05-07 00:32:23.774,https://www.padmapper.com/buildings/p219418/graydon-hall-apartments-at-20-graydon-hall-dr-toronto-on-m3a-2z9
Ravine Park Apartments,Ironview Apartments,"2303 Eglinton Ave E, Toronto, ON M1K 2N6",Toronto,Junior 1 Bedroom,1 Bedrooms,1 Bathroom,450 SQFT,"Assigned Parking, Balcony, Dishwasher, Hardwood Floor, On Site Laundry","Controlled Access, Elevator, On Site Laundry, Onsite Management, Storage",Dogs & Cats,"$2,150",43.73124846047256,-79.27160707643887,2024-05-07 00:32:23.774,https://www.padmapper.com/buildings/p840961/ravine-park-apartments-at-2303-eglinton-ave-e-toronto-on-m1k-2n6
Ravine Park Apartments,Ironview Apartments,"2303 Eglinton Ave E, Toronto, ON M1K 2N6",Toronto,1 Bedroom,1 Bedrooms,1 Bathroom,650 SQFT,"Assigned Parking, Balcony, Dishwasher, Hardwood Floor, On Site Laundry","Controlled Access, Elevator, On Site Laundry, Onsite Management, Storage",Dogs & Cats,"$2,345",43.73124846047256,-79.27160707643887,2024-05-07 00:32:23.774,https://www.padmapper.com/buildings/p840961/ravine-park-apartments-at-2303-eglinton-ave-e-toronto-on-m1k-2n6
Ravine Park Apartments,Ironview Apartments,"2303 Eglinton Ave E, Toronto, ON M1K 2N6",Toronto,2 Bedroom,2 Bedrooms,1 Bathroom,850 SQFT,"Assigned Parking, Balcony, Dishwasher, Hardwood Floor, On Site Laundry","Controlled Access, Elevator, On Site Laundry, Onsite Management, Storage",Dogs & Cats,"$2,699",43.73124846047256,-79.27160707643887,2024-05-07 00:32:23.774,https://www.padmapper.com/buildings/p840961/ravine-park-apartments-at-2303-eglinton-ave-e-toronto-on-m1k-2n6
169 St George,The Annex Apartments,"169 St. George St, Toronto, ON M5R 2M2",Toronto,00803,1 Bedrooms,1 Bathroom,667 SQFT,"Balcony, Dishwasher, Hardwood Floor, In Unit Laundry, On Site Laundry","On Site Laundry, Onsite Management, Storage",Dogs & Cats,"$2,495",43.6704060912059,-79.40091021518062,2024-05-07 00:32:23.774,https://www.padmapper.com/buildings/p220518/apartments-at-169-st-george-st-toronto-on-m5r-2m2
169 St George,The Annex Apartments,"169 St. George St, Toronto, ON M5R 2M2",Toronto,00704,1 Bedrooms,1 Bathroom,412 SQFT,"Balcony, Dishwasher, Hardwood Floor, In Unit Laundry, On Site Laundry","On Site Laundry, Onsite Management, Storage",Dogs & Cats,"$2,595",43.6704060912059,-79.40091021518062,2024-05-07 00:32:23.774,https://www.padmapper.com/buildings/p220518/apartments-at-169-st-george-st-toronto-on-m5r-2m2
169 St George,The Annex Apartments,"169 St. George St, Toronto, ON M5R 2M2",Toronto,00603,1 Bedrooms,1 Bathroom,667 SQFT,"Balcony, Dishwasher, Hardwood Floor, In Unit Laundry, On Site Laundry","On Site Laundry, Onsite Management, Storage",Dogs & Cats,"$2,595",43.6704060912059,-79.40091021518062,2024-05-07 00:32:23.774,https://www.padmapper.com/buildings/p220518/apartments-at-169-st-george-st-toronto-on-m5r-2m2
Bentley Apartments,Newtonbrook Apartments,"15 Tangreen Crt, Toronto, ON M2M 3Z2",Toronto,"1 Bdrm available at 15 Tangreen Court, Toronto",1 Bedrooms,1 Bathroom,729 SQFT,"Assigned Parking, Balcony, On Site Laundry","Elevator, Garage Parking, On Site Laundry, Storage",Dogs & Cats,"$2,590",43.79572093978703,-79.42583991331546,2024-05-07 00:32:23.774,https://www.padmapper.com/buildings/p288788/bentley-apartments-at-15-tangreen-crt-toronto-on-m2m-3z2
Bentley Apartments,Newtonbrook Apartments,"15 Tangreen Crt, Toronto, ON M2M 3Z2",Toronto,"2 Bdrm available at 15 Tangreen Court, Toronto",2 Bedrooms,1 Bathroom,837 SQFT,"Assigned Parking, Balcony, On Site Laundry","Elevator, Garage Parking, On Site Laundry, Storage",Dogs & Cats,"$2,990",43.79572093978703,-79.42583991331546,2024-05-07 00:32:23.774,https://www.padmapper.com/buildings/p288788/bentley-apartments-at-15-tangreen-crt-toronto-on-m2m-3z2
Bentley Apartments,Newtonbrook Apartments,"15 Tangreen Crt, Toronto, ON M2M 3Z2",Toronto,"3 Bdrm available at 15 Tangreen Court, Toronto",3 Bedrooms,1 Bathroom,"1,038 SQFT","Assigned Parking, Balcony, On Site Laundry","Elevator, Garage Parking, On Site Laundry, Storage",Dogs & Cats,"$3,550",43.79572093978703,-79.42583991331546,2024-05-07 00:32:23.774,https://www.padmapper.com/buildings/p288788/bentley-apartments-at-15-tangreen-crt-toronto-on-m2m-3z2
College Park,Bay Street Corridor Apartments,"424 Yonge St, Toronto, ON M5B 2H3",Toronto,Studio,Studios,1 Bathroom,402 SQFT,,,Dogs & Cats,"$2,220",43.66055337805868,-79.38289830632273,2024-05-07 00:32:23.774,https://www.padmapper.com/buildings/p213634/college-park-apartments-at-424-yonge-st-toronto-on-m5b-2h3
College Park,Bay Street Corridor Apartments,"424 Yonge St, Toronto, ON M5B 2H3",Toronto,1 Bedroom,1 Bedrooms,1 Bathroom,829 SQFT,,,Dogs & Cats,"$2,600",43.66055337805868,-79.38289830632273,2024-05-07 00:32:23.774,https://www.padmapper.com/buildings/p213634/college-park-apartments-at-424-yonge-st-toronto-on-m5b-2h3
Minto Yorkville,Yorkville Apartments,"61 Yorkville Ave, Toronto, ON M5R 1B7",Toronto,One Bedroom Suites,1 Bedrooms,1 Bathroom,,"Air Conditioning, Balcony, In Unit Laundry, On Site Laundry",", Concierge Service, Controlled Access, Elevator, Fitness Center, On Site Laundry, Onsite Management, Storage",Dogs & Cats,"$3,015",43.67121632669378,-79.39063831534364,2024-05-07 00:32:23.774,https://www.padmapper.com/buildings/p213528/minto-yorkville-apartments-at-61-yorkville-ave-toronto-on-m5r-1b7
Minto Yorkville,Yorkville Apartments,"61 Yorkville Ave, Toronto, ON M5R 1B7",Toronto,One Bedroom Plus Den,1 Bedrooms,1 Bathroom,,"Air Conditioning, Balcony, In Unit Laundry, On Site Laundry",", Concierge Service, Controlled Access, Elevator, Fitness Center, On Site Laundry, Onsite Management, Storage",Dogs & Cats,"$3,583",43.67121632669378,-79.39063831534364,2024-05-07 00:32:23.774,https://www.padmapper.com/buildings/p213528/minto-yorkville-apartments-at-61-yorkville-ave-toronto-on-m5r-1b7
Minto Yorkville,Yorkville Apartments,"61 Yorkville Ave, Toronto, ON M5R 1B7",Toronto,Two Bedroom Penthouse,2 Bedrooms,1 Bathroom,,"Air Conditioning, Balcony, In Unit Laundry, On Site Laundry",", Concierge Service, Controlled Access, Elevator, Fitness Center, On Site Laundry, Onsite Management, Storage",Dogs & Cats,"$12,217",43.67121632669378,-79.39063831534364,2024-05-07 00:32:23.774,https://www.padmapper.com/buildings/p213528/minto-yorkville-apartments-at-61-yorkville-ave-toronto-on-m5r-1b7
The Livmore,Bay Street Corridor Apartments,"55 Gerrard St W, Toronto, ON M5G 0B9",Toronto,0 Bedroom,Studios,1 Bathroom,,"Air Conditioning, Assigned Parking, Balcony, Dishwasher, Hardwood Floor, In Unit Laundry, On Site Laundry, Walk In Closets","Controlled Access, Elevator, Fitness Center, Garage Parking, On Site Laundry, Onsite Management, Outdoor Space, Residents Lounge, Storage, Wheelchair Accessible",Dogs & Cats,"$2,155",43.658487011705176,-79.38467793441096,2024-05-07 00:32:23.774,https://www.padmapper.com/buildings/p324626/the-livmore-apartments-at-55-gerrard-st-w-toronto-on-m5g-0b9
The Livmore,Bay Street Corridor Apartments,"55 Gerrard St W, Toronto, ON M5G 0B9",Toronto,1 Bedroom,1 Bedrooms,1 Bathroom,,"Air Conditioning, Assigned Parking, Balcony, Dishwasher, Hardwood Floor, In Unit Laundry, On Site Laundry, Walk In Closets","Controlled Access, Elevator, Fitness Center, Garage Parking, On Site Laundry, Onsite Management, Outdoor Space, Residents Lounge, Storage, Wheelchair Accessible",Dogs & Cats,"$2,871",43.658487011705176,-79.38467793441096,2024-05-07 00:32:23.774,https://www.padmapper.com/buildings/p324626/the-livmore-apartments-at-55-gerrard-st-w-toronto-on-m5g-0b9
The Livmore,Bay Street Corridor Apartments,"55 Gerrard St W, Toronto, ON M5G 0B9",Toronto,2 Bedroom,2 Bedrooms,2 Bathrooms,,"Air Conditioning, Assigned Parking, Balcony, Dishwasher, Hardwood Floor, In Unit Laundry, On Site Laundry, Walk In Closets","Controlled Access, Elevator, Fitness Center, Garage Parking, On Site Laundry, Onsite Management, Outdoor Space, Residents Lounge, Storage, Wheelchair Accessible",Dogs & Cats,"$3,819",43.658487011705176,-79.38467793441096,2024-05-07 00:32:23.774,https://www.padmapper.com/buildings/p324626/the-livmore-apartments-at-55-gerrard-st-w-toronto-on-m5g-0b9
95 Lawton Boulevard,Deer Park Apartments,"95 Lawton Blvd, Toronto, ON M4V 1Z8",Toronto,95 Lawton Boulevard - Studio,Studios,1 Bathroom,410 SQFT,"Balcony, Dishwasher, On Site Laundry","Elevator, On Site Laundry",No pets,"$1,895",43.69330465036161,-79.39677572487325,2024-05-07 00:32:23.774,https://www.padmapper.com/buildings/p219553/apartments-at-95-lawton-blvd-toronto-on-m4v-1z8
95 Lawton Boulevard,Deer Park Apartments,"95 Lawton Blvd, Toronto, ON M4V 1Z8",Toronto,95 Lawton Boulevard - 1 Bedroom,1 Bedrooms,1 Bathroom,594 SQFT,"Balcony, Dishwasher, On Site Laundry","Elevator, On Site Laundry",No pets,"$2,195",43.69330465036161,-79.39677572487325,2024-05-07 00:32:23.774,https://www.padmapper.com/buildings/p219553/apartments-at-95-lawton-blvd-toronto-on-m4v-1z8
Godstone Place,The Peanut Apartments,"30 Godstone Rd, Toronto, ON M2J 3C6",Toronto,1 Bedroom,1 Bedrooms,1 Bathroom,538 SQFT,"Assigned Parking, On Site Laundry","Elevator, Garage Parking, On Site Laundry, Swimming Pool",Dogs & Cats,"$2,185",43.78179110656277,-79.34692356250817,2024-05-07 00:32:23.774,https://www.padmapper.com/buildings/p213101/godstone-place-apartments-at-30-godstone-rd-toronto-on-m2j-3c6
Godstone Place,The Peanut Apartments,"30 Godstone Rd, Toronto, ON M2J 3C6",Toronto,2 Bedroom,2 Bedrooms,1 Bathroom,881 SQFT,"Assigned Parking, On Site Laundry","Elevator, Garage Parking, On Site Laundry, Swimming Pool",Dogs & Cats,"$2,585",43.78179110656277,-79.34692356250817,2024-05-07 00:32:23.774,https://www.padmapper.com/buildings/p213101/godstone-place-apartments-at-30-godstone-rd-toronto-on-m2j-3c6
345 Merton st,Davisville Village Apartments,"345 Merton St, Toronto, ON M4S 1B5",Toronto,Bachelor,Studios,1 Bathroom,450 SQFT,"Assigned Parking, Balcony, Central Heat, Dishwasher, Hardwood Floor, On Site Laundry","Elevator, Garage Parking, On Site Laundry, Onsite Management, Outdoor Space, Storage",Dogs & Cats,"$2,077",43.69816010218571,-79.38626658038434,2024-05-07 00:32:23.774,https://www.padmapper.com/buildings/p527778/apartments-at-345-merton-st-toronto-on-m4s-1b5
345 Merton st,Davisville Village Apartments,"345 Merton St, Toronto, ON M4S 1B5",Toronto,One Bedroom,1 Bedrooms,1 Bathroom,500 SQFT,"Assigned Parking, Balcony, Central Heat, Dishwasher, Hardwood Floor, On Site Laundry","Elevator, Garage Parking, On Site Laundry, Onsite Management, Outdoor Space, Storage",Dogs & Cats,"$2,177",43.69816010218571,-79.38626658038434,2024-05-07 00:32:23.774,https://www.padmapper.com/buildings/p527778/apartments-at-345-merton-st-toronto-on-m4s-1b5
345 Merton st,Davisville Village Apartments,"345 Merton St, Toronto, ON M4S 1B5",Toronto,Large One Bedroom,1 Bedrooms,1 Bathroom,800 SQFT,"Assigned Parking, Balcony, Central Heat, Dishwasher, Hardwood Floor, On Site Laundry","Elevator, Garage Parking, On Site Laundry, Onsite Management, Outdoor Space, Storage",Dogs & Cats,"$2,477",43.69816010218571,-79.38626658038434,2024-05-07 00:32:23.774,https://www.padmapper.com/buildings/p527778/apartments-at-345-merton-st-toronto-on-m4s-1b5
345 Merton st,Davisville Village Apartments,"345 Merton St, Toronto, ON M4S 1B5",Toronto,Two Bedrooms,2 Bedrooms,1 Bathroom,900 SQFT,"Assigned Parking, Balcony, Central Heat, Dishwasher, Hardwood Floor, On Site Laundry","Elevator, Garage Parking, On Site Laundry, Onsite Management, Outdoor Space, Storage",Dogs & Cats,"$2,979",43.69816010218571,-79.38626658038434,2024-05-07 00:32:23.774,https://www.padmapper.com/buildings/p527778/apartments-at-345-merton-st-toronto-on-m4s-1b5
33 Erskine Avenue,North Toronto Apartments,"33 Erskine Ave, Toronto, ON M4P 1Y6",Toronto,Bachelor,Studios,1 Bathroom,,"Assigned Parking, Balcony, Hardwood Floor, On Site Laundry","Elevator, Garage Parking, On Site Laundry, Onsite Management, Outdoor Space, Storage",No pets,"$1,900",43.71131512278051,-79.3978586557643,2024-05-07 00:32:23.774,https://www.padmapper.com/buildings/p451400/apartments-at-33-erskine-ave-toronto-on-m4p-1y6
33 Erskine Avenue,North Toronto Apartments,"33 Erskine Ave, Toronto, ON M4P 1Y6",Toronto,1 Bedroom,1 Bedrooms,1 Bathroom,,"Assigned Parking, Balcony, Hardwood Floor, On Site Laundry","Elevator, Garage Parking, On Site Laundry, Onsite Management, Outdoor Space, Storage",No pets,"$2,050",43.71131512278051,-79.3978586557643,2024-05-07 00:32:23.774,https://www.padmapper.com/buildings/p451400/apartments-at-33-erskine-ave-toronto-on-m4p-1y6
33 Erskine Avenue,North Toronto Apartments,"33 Erskine Ave, Toronto, ON M4P 1Y6",Toronto,2 Bedroom,2 Bedrooms,1 Bathroom,,"Assigned Parking, Balcony, Hardwood Floor, On Site Laundry","Elevator, Garage Parking, On Site Laundry, Onsite Management, Outdoor Space, Storage",No pets,"$2,600",43.71131512278051,-79.3978586557643,2024-05-07 00:32:23.774,https://www.padmapper.com/buildings/p451400/apartments-at-33-erskine-ave-toronto-on-m4p-1y6
15 Walmer,The Annex Apartments,"15 Walmer Rd, Toronto, ON M5R 2X1",Toronto,1 Bedroom,1 Bedrooms,1 Bathroom,425 SQFT,"Air Conditioning, Assigned Parking, Hardwood Floor, In Unit Laundry, On Site Laundry","Controlled Access, Elevator, Fitness Center, Garage Parking, On Site Laundry, Onsite Management, Storage",Dogs & Cats,"$2,299",43.66739128899207,-79.40574667647307,2024-05-07 00:32:23.774,https://www.padmapper.com/buildings/p443346/apartments-at-15-walmer-rd-toronto-on-m5r-2x1
15 Walmer,The Annex Apartments,"15 Walmer Rd, Toronto, ON M5R 2X1",Toronto,1 Bedroom,1 Bedrooms,1 Bathroom,440 SQFT,"Air Conditioning, Assigned Parking, Hardwood Floor, In Unit Laundry, On Site Laundry","Controlled Access, Elevator, Fitness Center, Garage Parking, On Site Laundry, Onsite Management, Storage",Dogs & Cats,"$2,299",43.66739128899207,-79.40574667647307,2024-05-07 00:32:23.774,https://www.padmapper.com/buildings/p443346/apartments-at-15-walmer-rd-toronto-on-m5r-2x1
15 Walmer,The Annex Apartments,"15 Walmer Rd, Toronto, ON M5R 2X1",Toronto,1 Bedroom + Den,2 Bedrooms,1 Bathroom,627 SQFT,"Air Conditioning, Assigned Parking, Hardwood Floor, In Unit Laundry, On Site Laundry","Controlled Access, Elevator, Fitness Center, Garage Parking, On Site Laundry, Onsite Management, Storage",Dogs & Cats,"$2,899",43.66739128899207,-79.40574667647307,2024-05-07 00:32:23.774,https://www.padmapper.com/buildings/p443346/apartments-at-15-walmer-rd-toronto-on-m5r-2x1
15 Walmer,The Annex Apartments,"15 Walmer Rd, Toronto, ON M5R 2X1",Toronto,2 Bedroom + Den,3 Bedrooms,1 Bathroom,786 SQFT,"Air Conditioning, Assigned Parking, Hardwood Floor, In Unit Laundry, On Site Laundry","Controlled Access, Elevator, Fitness Center, Garage Parking, On Site Laundry, Onsite Management, Storage",Dogs & Cats,"$3,499",43.66739128899207,-79.40574667647307,2024-05-07 00:32:23.774,https://www.padmapper.com/buildings/p443346/apartments-at-15-walmer-rd-toronto-on-m5r-2x1
231 Vaughan Road,Cedarvale Apartments,"231 Vaughan Rd, Toronto, ON M6C 2M9",Toronto,One Bedroom,1 Bedrooms,1 Bathroom,,,,Dogs & Cats,"$2,295",43.68773413202673,-79.42380773108071,2024-05-07 00:32:23.774,https://www.padmapper.com/buildings/p553627/apartments-at-231-vaughan-rd-toronto-on-m6c-2m9
231 Vaughan Road,Cedarvale Apartments,"231 Vaughan Rd, Toronto, ON M6C 2M9",Toronto,One Bedroom,1 Bedrooms,1 Bathroom,,,,Dogs & Cats,"$2,595",43.68773413202673,-79.42380773108071,2024-05-07 00:32:23.774,https://www.padmapper.com/buildings/p553627/apartments-at-231-vaughan-rd-toronto-on-m6c-2m9
231 Vaughan Road,Cedarvale Apartments,"231 Vaughan Rd, Toronto, ON M6C 2M9",Toronto,One Bedroom + Den,1 Bedrooms,1 Bathroom,,,,Dogs & Cats,"$2,795",43.68773413202673,-79.42380773108071,2024-05-07 00:32:23.774,https://www.padmapper.com/buildings/p553627/apartments-at-231-vaughan-rd-toronto-on-m6c-2m9
231 Vaughan Road,Cedarvale Apartments,"231 Vaughan Rd, Toronto, ON M6C 2M9",Toronto,Two Bedroom,2 Bedrooms,1 Bathroom,,,,Dogs & Cats,"$2,895",43.68773413202673,-79.42380773108071,2024-05-07 00:32:23.774,https://www.padmapper.com/buildings/p553627/apartments-at-231-vaughan-rd-toronto-on-m6c-2m9
2600 Don Mills ,The Peanut Apartments,"2600 Don Mills Rd, Toronto, ON M2J 3B4",Toronto,1 Bedroom,1 Bedrooms,1 Bathroom,600 SQFT,"Assigned Parking, Balcony, Dishwasher, On Site Laundry","Controlled Access, Elevator, Garage Parking, On Site Laundry, Onsite Management, Outdoor Space, Storage, Swimming Pool",No pets,"$2,250",43.776544432551134,-79.34783967218505,2024-05-07 00:32:23.774,https://www.padmapper.com/buildings/p213458/apartments-at-2600-don-mills-rd-toronto-on-m2j-3b4
